SLNo,InstitutionName,Address,Code, InstitutionType,ContactNumber,,
552,Indian Academy School of Nursing,Bangalore,professional,"099011 10757, +9180-6745 8900",,,
553,Indian Academy Degree College,Hennur Cross,Degree/ Professional,9180-67458900,,,
554,Indian College of,Bangalore,professional,"9180-6745 8900, +91-9901110757",,,
555,Indian Institute of Astrophysics,Koramangala 2nd Block,professional,91-80-25530672,,,
556,Indian Institute of Ayurvedic Medicine & Research,Bangalore,Medical,080-23437895,,,
,,"No. 3,1/6, 1st Cross Road, MC",,,,,
557,Indian Institute of Fashion Technology,,professional,080-23107668/ 23407668,,,
,,"Road, Vijayanagara, Bengaluru-79",,,,,
558,Indian Institute of Nursing (Rajarajeshwari Nagara),Bangalore,professional,"080 28603500,65625562, 65625502, 9900838896",,,
559,Indian Institute of Plantation Management,Jnanabharthi campus,professional,8032311716,,,
,,"No. 85, Hosur Main Road, Saint",,,,,
,,"Anthony's Friary Church, Near",,,,,
560,Indian Institute of Psychology and Research,,Medical,080-41217484/ 7022619130,,,
,,"Madivala Check Post, Bengaluru-",,,,,
,,95,,,,,
561,Indian Institute of Science (IISc),Malleshwaram,Professional/ Technical,080 22932706,,,
562,Indian Instiute of Psycology,Jayamahal Road,professional/ Medical,"080 41307111, 91 7022619130",,,
563,Indian Plywood Industries Research & Training Insti,Bangalore,C-44359,professional,080 28394231,,
564,Indian School of Nursing,Bangalore,professional,080- 26638880,,,
565,Indian Statistical Institute,Bangalore,professional,80-26985459,,,
,,,Page 6,,,,
,,,college list,,,,
566,Indira Gandhi College of MLT,Bangalore,C-40139,Degree/ Professional,91-80-28567317,,
567,Indira Gandhi College of Nursing,Bangalore,C-40138,professional,91-80-28567317,,
568,Indira Priyadarshini School of Nursing,Bangalore,S-4058,professional,"080 2658 8941, 22724956, 9916516072, 9036197089",,
569,Indo Asian Academy Degree College,"HRBR Layout 2nd Block, Kalyananagar",C-21081,Degree/ Professional,80 25429691 / 92,,
570,Indo Asian Womans Degree College,Bangalore,C-51023,Degree/ Professional,80 25429691 / 92,,
571,Indus Valley Degree College,"Basavanapura Main Road, K R Puram",NEW-43,Degree/ Professional,080-25612777 / 8747000488,,
572,INIMS College,Kengeri Sattelite,C-20671,Degree/ Professional,080 – 28485569 / 32509211,,
573,Innova Institute of Management And Science,Bangalore,C-51638,Degree/ Professional,080 2848 4725,,
574,Inspire Institute of Science and Commerce,"Sidlaghatta Cross,Vijayapura",C-56657,Degree/ Professional,"9008370853, 9886152890",,
575,Institute of Aerospace Medicine,Bangalore,C-47329,professional/ Medical,N/A,,
576,Institute of Bioinformatics,Bangalore,C-6573,professional,080-28416140,,
,,"No.319, Near Timmareddy Layout,",,,,,
577,Institute of Health Management Research,"Hulimangala Post, Electronic City,",S-302,Degree/ Professional,080 6113 3800,,
,,Bengaluru-105,,,,,
578,Institute of Hotel Management,K R Circle,5002,Degree/ Professional,5002,,
579,Institute Of Nephro-Urology,Bangalore,C-44934,Medical,"080 2670 6777, 080-2670 0527, 080-2670 2021",,
580,Institute of Printing Technology,Bangalore,S-1313,Medical,"8022258914, 9448245055",,
581,Institute of Social and Economic Change,Nagarabhavi,C-16926,Degree/ Professional,"080-23215468, 23215519",,
582,Govt. Institute of Textile Technology,Bangalore,S-1314,Professional,8022267580,,
583,Institute of Wood Science & Technology,Bangalore,C-44364,PhD,"80-22190100, 22190200",,
584,Intech Institute of Business Management,Bangalore,C-54656,Degree/ Professional,"080-22440073, 26640140,",,
585,International Academy of Management,Udayapura,C-20728,Degree/ Professional,"9035012367, 7899405003",,
586,International College of Science and Information,Jayanagar 3rd Block,C-20707,Degree/ Professional,080 2634 4278,,
587,International Institute of Business Studies,R T Nagar,C-21020,Degree/ Professional,080-23656117,,
588,International Institute of Hotel Management (IIHM),Indiranagar,NEW-44,Degree/ Professional,"9741291212, 42068114, 41520275",,
,,"No. 2382, E-Block, Sahakarnagara,",,,,,
589,International School of Fashion Arts and Design,,BMTC-117,Degree/ Professional,8095000022/23631525/23637725,,
,,Bengaluru-92.,,,,,
590,International School of Management Excellence,Bangalore,C-58892,Degree/ Professional,"8880612345, 9741777081",,
591,IR POLYTECHNIC,Bangalore,S-1308,professional,"8028394570, 9342466398",,
592,ISBR College,Electronic City 1st Phase,C-20956,Degree/ Professional,41668111/41668222/40819500,,
593,ISBR Law College,Bangalore,C-59395,professional,080-40819500,,
,,"No. 25, Cock burn Road,",,,,,
594,Islamia Niswan Degree College for Women,,BMTC-54,Technical,080-25512204,,
,,"Shivajinagara, Bengaluru-51.",,,,,
595,Islamiah Institute of Technology,Bangalore,C-1362,Technical,080 2643 2033,,
596,IZEE Business School,Bangalore,C-51960,Degree/ Professional,080 65970504,,
597,IZEE College of Management & Information Science,Konappana Agrahara,C-20918,Degree/ Professional,080 65970504,,
598,J P School of Nursing,Bangalore,S-4063,professional,"080 27725950, 27725792, 27722420, 9845376030, 9019166030",,
599,Jain (Deemed-to-be University) Centre for Managemen,Lalbagh Road,(Lalbagh Road),NEW-1,Degree/ Professional,"9845285696, 080-43430200,202",
600,Jain (Deemed-to-be University) School of Computer A,Jayanagar 9th Block,NEW-30,Degree/ Professional,"9739928579, 46501700,702",,
601,Jain (Deemed-to-beUniversity) (V V Puram),V V Puram,NEW-64,Degree/ Professional,91 9844233602,,
602,Jain (Deemed-to-beUniversity) Center for Post Gradu,Jayanagar 3rd Block,NEW-53,Degree/ Professional,91 9945274404,,
603,Jain (Deemed-to-beUniversity) CMS Business School (,J,J P Nagar 6th Phase),NEW-72,Degree/ Professional,91 9845218535,
604,Jain (Deemed-to-beUniversity) Faculty of Management,Gandhi Nagar,(Gandhi Nagar),NEW-71,Degree/ Professional,91 9902954910,
605,Jain (Deemed-to-beUniversity) School of Graduate St,J C Road,(J C Road ),NEW-20,Degree/ Professional,91 9880624363,
606,Jain (Deemed-to-beUniversity) School of Humanities,Palace Road,NEW-42,Degree/ Professional,91 9886712142,,
607,Jain College (RR Nagar),Raja Rajeshwari Nagara,C-21075,Degree/ Professional,8028604647,,
608,Jain College (V V Puram),V V Puram,BUC-1814,Degree/ Professional,"080-46595200, 46595218",,
609,Jain Institute Of Business Management (Jakkasandra),"Jakkasandra, Kanakapura",C-21101,Degree/ Professional,8027577225,,
610,Jain University (Jakkasandra),Jakkasandra,1-3866673607,Technical,080 27577200,,
611,Jame-Ul-Uloom College of Information Science,City Market,C-20730,Degree/ Professional,9008684866,,
612,Jame-UL-Uloom ITI (Bannikuppe),"Bannikuppe, Bidadi",PR-29000286,professional,9986426267,,
613,Janatha First Grade College,Chamarajapet,C-21063,Degree/ Professional,080 2667 5962,,
614,Jayadeva Institute of Cardiology,Bangalore,C-40527,Medical,080-2297-7422 / 433,,
615,JCS ITI,Nelamangala,PR-29000100,professional,080-27723581,,
616,JD Institute of Fashion of Technology,Brigade Road,C-20714,professional,080 2227 9927,,
617,JES Mother Teresa College of Nursing,Bangalore,C-40088,professional,"080-28381763, 32954748",,
618,Jindal First Grade College for Women,Jindal Nagar,C-20983,Degree/ Professional,080-23711830,,
,,"No. 31, Anekal Thimmaiah",,,,,
619,Jnana Jyothi College of Business,"Charities Trust, 1st Main",BMTC-143,Degree/ Professional,9986222750/ 9880953500,,
,,"Chamarajpet, Bengaluru-18.",,,,,
620,Jnana Jyothi Degree College,Yelahanka New Town,C-21210,Degree/ Professional,080-42033039/41,,
621,Jnana Jyothi School of Nursing,Bangalore,S-4073,professional,"093412 46514, 9845426897, 9845247297, 080 28444464",,
,,"SBI Building, Parimalanagara,",,,,,
622,Jnana Mandira Degree College,"Arishinakunte, Nelamangala,",BMTC-119,Degree/ Professional,080-27728882,,
,,Bengaluru-562123.,,,,,
623,Jnana Vikas Institute of Management Studies And Com,Bidadi,C-20689,Degree/ Professional,9986736358,,
624,Jnana Vikas Institute of Technology,Bangalore,C-1255,Technical,098803 63366,,
,,"2nd Main Road, Basaveshwara",,,,,
,,"Layout, Near HP Gas Office,",,,,,
625,Jnanaganga Degree College,,BMTC-5,Degree/ Professional,9845779622/ 9008465162,,
,,"Vijayapura, Devanahalli, Bengaluru-",,,,,
,,562135,,,,,
,,"No. 4, Parvathi Nagara, Next to",,,,,
626,Jnanapeetha Degree College,"Life line Hospital, Laggere Main",BMTC-51,Degree/ Professional,9980172972/080-28399944,,
,,"Road, Bengaluru-58.",,,,,
627,Jnanesh Institute of Nursing,Bangalore,S-4074,professional,"79751 61802, 9980112486, (080) 69576959",,
628,Josco College of Nursing,Bangalore,C-40475,professional,91 80 27722420,,
,,"No. 662/1027, Ullal Road,",,,,,
629,Joshi Institute of Paramedical Sciences,"Muneshwara Nagara, Mallatalli",BMTC-24,professional,9448068998/ 080-26706612,,
,,Ext. Bengaluru-50.,,,,,
630,Joshi School of Nursing,Bangalore,S-4075,professional,"097381 80342, 080 23241096",,
631,JSS Academy of Technical Education,Uttarahalli,C-1410,Technical,"080 - 2861 2565, 2861 1702",,
632,Jubilee College,T C Palya,C-21184,Degree/ Professional,080 -22715301 / 65975548,,
633,Jubilent Biosys Limited,Industrial Suburb II Stage Yeshwanthapura,C-17381,Degree/ Professional,91 80 66628400,,
634,Jupiter College of Nursing,Bangalore,C-40572,professional,080-324566445,,
635,Jupiter School of Nursing,Bangalore,S-4076,professional,"082589 98601, 324566445",,
636,Jyothi Nivas college,Koramangala,C-21169,Degree/ Professional,080 25631730,,
637,Jyothy Institute of Technology,Bangalore,C-45308,Technical,"095354 23635, 080-28435052",,
638,Kairalee Nikethan Degree College,Bangalore,C-50935,Degree/ Professional,"080-25250817 , 25256754 , 25217798",,
639,Kairalee Nikethan Golden Jubilee Degree College,Indirangar I Stage,C-21012,Degree/ Professional,"080 – 25287771, 25256754",,
640,Kalabhyraveshwara Polytechnic,Bangalore,S-1334,professional,9964623156,,
641,Kalamandira School of Arts,Hanumanthanagara,K-102,Degree/ Professional,"080 26606861, 9886330207",,
642,Kamala College of Management Studies,Cotton pet,C-20773,Degree/ Professional,080 – 41476988 /41223388,,
643,Kamala College of Nursing,RT Nagara,C-40204,professional,"080-23546948, 9742477352.",,
644,Kamala Krishna Royale Nursing College,Bangalore,C-44871,professional,"080 - 41221333, 080-41223388",,
645,Kamala School Of Nursing,Bangalore,S-4089,professional,"91-80-23339377, 23631145, 23335985, 23435559",,
646,Kammavari Sangh Group & Institutions,Bangalore,C-1344,Degree/ Professional,"91-080-28425012, +91-080-28425013, +91-080-28425163",,
647,Kanaka College of Management Studies and Science,Srinivasanagar,C-20807,Degree/ Professional,080 – 26614767,,
648,Karnataka Chitrakala Parishath,Kumarakrupa Road,C-21196,Degree/ Professional,080 2226 1816,,
649,Karnataka College of Education,Thirumenhalli,C-21158,professional,8032981710,,
650,Karnataka College of Management & Science,Thirumenhalli,C-20798,Degree/ Professional,8032981710,,
651,Karnataka College of Nursing,Bangalore,C-40251,professional,"9342582809, 9844057967, 9448070000, 9632773100",,
652,Karnataka College of Pharmacy,Bangalore,C-40536,professional,"080- 65332053, 2857 1484",,
653,Karnataka Institute of Leather Technology,Ullal Upanagara,S-1312,professional,9844956399,,
654,Karnataka Remote Sensing Application Centre,Cunningham Road,C-16971,professional,80-2972 0557 / 58,,
655,Karnataka Samskrit University,Chamrajpete,U-0625,Degree/ Professional,080-26701303,,
656,Karnataka School Of Nursing,Bangalore,S-4093,professional,"28571484, 28571544",,
657,Karunya First Grade College,Sunkadakatte,C-58943,Degree/ Professional,"08023284033, 9945254033",,
,,,,Page 7,,,
,,,,,,,
658,Kaveri First Grade College,"Hosur Main Road, Anekal-562106.",Degree/ Professional,,,,
659,Kempegowda College of Nursing,Bangalore,professional,080-22422564,,,
660,Kempegowda Institute of Management Studies & Resear,Nagarbhavi BDA Complex,NEW-45,Degree/ Professional,9980015458,,
661,Kempegowda Institute of Medical Sciences,BSK 2nd stage,Medical,"08026715790, 26712791/ 92",,,
662,Kempegowda Institute Of Nursing Sciences,Bangalore,professional,080-22422564,,,
663,Kempegowda Institute of Physiotherapy,Bangalore,professional/ Medical,"9448542011, 080-2661996",,,
664,Kempegowda Law College,Chickballapur,professional,8156263117,,,
665,Ken Kalashale,Sheshadripuram,professional,9972316564,,,
666,Kengeri First Grade College,Kengeri,Degree/ Professional,080 –2022922,,,
667,Keshava College of Dance & Music,ISRO Layout,Degree/ Professional,080 – 26669565,,,
668,Kidwai Memorial Institute of Oncology,Bangalore,Professional/ Medical,080-26094000,,,
669,KIET B Ed College,Bannergatta Road,professional,"080-26786788 , 26784777",,,
670,KIET Polytechnic,Yelachenahalli,professional,9036679431,,,
671,Kiran College of Nursing,Bangalore,professional,"080 22715073, 9980160857",,,
672,KK College of Commerce & Management,Konanakunte Cross,Degree/ Professional,(080) 32922448/ 26660786,,,
673,KKECS B Ed College,Malleswaram,professional,(080) 23445297/ 23445301/ 41169181,,,
674,KKECS College Of Pharmacy,Bangalore,professional,"080-41169181, 416951569845154344, 9845053353",,,
675,KKECS Institute of Mangagement and Computer Science,"Ambalipura, Varthur",Degree/ Professional,91-80-4116 918,,,
676,KKMP ITI,Vasanthnagara,professional,8022280884,,,
677,KLE College of Pharmacy,Bangalore,professional,80 - 23325611,,,
678,KLE Society Law College,Bangalore,professional,"080-23485372, 23488197, 23286489",,,
679,KLE Society S Nijalingappa College,Rajajinagar,Degree/ Professional,"080 23526055,23325020",,,
680,KLE Society’s Institute of Dental Sciences,Bangalore,Medical,080-23474137,,,
681,KLE Society's Degree College,Nagarabhavi,Degree/ Professional,080-23181824 | 080-23181778,,,
682,KMJ College Of Nursing,Bangalore,professional,"080-23549115, 25295342",,,
683,KNN College of Nursing,Yelahanka,professional,9900095166,,,
684,KNN School Of Nursing,Bangalore,professional,9900095166,,,
,,"Thirumanahalli, Yelahanka,",,,,,
685,KNS Institute of Technology,,Technical,"080 2856 7955, 28567957",,,
,,Bengaluru-64.,,,,,
686,Koshys College of Nursing,Kadusonnappanahalli,professional,072593 70637,,,
687,Koshys Institute of,Kadusonnappanahalli,Degree/ Professional,80886 60000,,,
688,Koshys School Of Nursing,Kadusonnappanahalli,professional,"80886 60000, 87489 70735, 72593 70637, 080-88853535",,,
689,KR college of Nursing,Ravugodlu,professional,9739316201,,,
690,KR College of Pharmacy,"Gantakana Doddi, Kanakapura Main Road",professional,"9916590133,",9902188086,,
691,KR Institute Of Health Sciences,Bangalore,professional,"9916590133,",9902188086,,
692,KR School Of Nursing,Bangalore,professional,"26392661, 9845264627",,,
693,Kreda School Of Nursing,Bangalore,professional,"23580825, 23285884",,,
694,Krishnadevarayan College of Dental Sciences,Bangalore,Medical,"80-28467083, 28477083.",,,
695,Krishnasagara D Ed college,Attibele,professional,9611668155,,,
696,Kristu Jayanti College,"K. Narayanapura, Kothanur",Degree/ Professional,"(080)28465611, (080)28465353, (080)28465770",,,
697,Kristu Jayanti College of Law,Bangalore,professional,080-28465611/353/770,,,
698,Krupanidhi College of Commerce & Management,Koramangala,Degree/ Professional,80 25535751 / 25506045 / 25506046,,,
699,Krupanidhi College of Nursing,Bangalore,professional,"9620557598 , 9036036290",,,
700,Krupanidhi College of Pharmacy,Bangalore,professional,"80 65973261 / 65973260, 7022049950 / 7022049951, 9945846 106",,,
701,Krupanidhi College of Physiotherapy,Bangalore,professional,+91 80 65973261 / 65973260,,,
702,Krupanidhi Education Trust School Of Nursing,Bangalore,professional/ medical,"080 2553 5751,7022049950 / 7022049951",,,
703,Krupanidhi First Grade College,Chikkabellandur,Degree/ Professional,80 65973261 / 65973260,,,
704,Krupanidhi Institute Of Nursing,Bangalore,professional,"080 6597 3261,",080- 25506045,,
705,KS Institute of Technology,Bangalore,Technical,080 2843 5722,,,
706,KS Polytechnic,Raghuvanahalli,professional,"8028435068, 9901138138",,,
707,KS School of Engineering and Management (KSSEM),"Mallasandra, Near Vajarahalli",Professional/ Technical,"080-28425 013,012,163",,,
708,KTG Ayurvedic Medical College And Hospital,Bangalore,Medical,+91 9964480444,,,
709,KTG College of Management & Science,Srigandhadhakaval,Degree/ Professional,"080-28365429, 9845051023",,,
710,KTG College of Nursing Sciences,Bangalore,professional,"080-28365429, +91 9845051023, +91 9611642390",,,
711,KTG College of Physiotherapy,Bangalore,professional/ Medical,"080-28365429, +91 9845051023, +91 9611642390",,,
712,KTG School Of Nursing,Bangalore,professional,080 2836 5429,,,
713,KTSV First Grade College For Women,Bangalore,Degree/ Professional,080 2340 6986,,,
714,Kuvempu First Grade College,"Mallasandra, T Dasarahalii",Degree/ Professional,080 – 28397188,,,
,,"CVV Campus, Chickballapur-",,,,,
715,KVT Polytechnic,,professional,,,,
,,562101,,,,,
716,Lady Vailankanni Degree College,Varthur,Degree/ Professional,9480184347,,,
717,Lakshmi Devi School Of Nursing,Bangalore,professional,"94835 24954,93428 74954, 9945024444",,,
,,"No. 113/114, SC Road,",,,,,
718,Lalbahadur Shastri College of Education,,professional,80- 23469006,,,
,,"Sheshadripuram, Bengaluru-20",,,,,
719,Lavanya College of Education,Doddaballapura,professional,81197627124,,,
720,LBS,Dinnoor Road Jayamahal Extn,Degree/ Professional,8023431526,,,
,,"No. 30, Laskar Hosur Road,",,,,,
721,Lisaa School Of Design,"Opposite to adenoid Police Station,",Degree/ Professional,91-8130445446,,,
,,"Adugodi, Bengaluru-30.",,,,,
,,"No. 26, Ramuhalli, Kengeri,",,,,,
722,LNR Degree College,,Degree/ Professional,9741237176/ 9945023464,,,
,,Bengaluru-76,,,,,
723,Lohits Academy Of Commerce,Bangalore,Degree/ Professional,7676760077,,,
724,LORAA Business Academy,Bangalore,Degree/ Professional,8065650377,,,
725,Lorven Education Centre,Chandapur,Degree/ Professional,91 80 27831666,,,
726,Lorven International Institute of Management Studie,Bommanahalli,C-20892,Degree/ Professional,080–40997575,,
727,Lorven School Of Nursing,Bangalore,professional,"080 2783 5561,","(080) 27835431 , 9902591077 , 9880200251, (080) 27831666",,
728,Lourds College of Education,Babusabpalya,Degree/ Professional,(080) 25453336/ 25441622,,,
729,Lowry Memorial College,"Dooravani Nagar, Bangalore",Degree/ Professional,8028510069,,,
730,Loyola Degree College,Bangalore,Degree/ Professional,"080-2658 4690, 91 - 44 - 28178200",,,
731,Loyola ITI,Banneraghatta Road,professional,080-26583323/8147027450,,,
732,M Basavaiah Institute of Management Studies,Nagarabhavi Ring Road,Degree/ Professional,080 – 23183839,,,
733,Maaruti College Of Dental Sciences & Research Centr,Hulimavu,D-007,Medical,8026430010,,
,,"Thotagere, Railway Gollahalli,",,,,,
734,Magnum First Grade College,,Degree/ Professional,9844001240/ 080-28398896,,,
,,Bengaluru-562123,,,,,
735,Mahalakshmi School Of Nursing,Bangalore,professional,080 2272 4260,,,
736,Maharani Arts Commerce and Management College for W,Bangalore,C-51046,Degree/ Professional,080-22257792,,
737,Maharani Lakshmi Ammani,Malleshwaram,Degree/ Professional,080-23349311,,,
738,Maharani Science College,Palace Road,Degree/ Professional,9180-22262796,,,
739,Maharishi Institute of Management,Bidadi,Degree/ Professional,9611177534,,,
740,Maharshi Savitha College of Education,Bangalore,Degree/ Professional,"080 2341 2211, 94488 82321/ 98441 39298/ 98449 22957",,,
741,Mahatma Gandhi Professional College of Nursing,Bangalore,professional,"9886236341, 080 28437168",,,
742,Mahatma Gandhi Professional School Of Nursing,Bangalore,professional,"080 2843 7167, 09886236341",,,
743,Mahatma Gandhi School Of Nursing,Bangalore,professional,080 2843 7167,,,
744,MAJ School Of Nursing,Bangalore,professional,090360 14071,,,
745,Malleshwaram Ladies Association FGC,Malleshwaram,Degree/ Professional,080-23342557/23469202/23469611,,,
746,Mallige College of Nursing,Bangalore,professional,"080 23456512, 9538078340",,,
747,Mallige College of Pharmacy,Silvepura,professional,"28446703, 28446702",,,
748,Mallige Medical Centre,Bangalore,Medical,"(080) 22203333, 80-67165555",,,
,,"No. 637/B, Dr. Rajkumar Road, 1st",,,,,
749,Manasa College of Management,"Block, 2nd Stage E-Block,",Degree/ Professional,9844058009/ 080-23369355,,,
,,"Rajajinagara, Bengaluru-10.",,,,,
750,Mangala Instititue of Management Studies,Rajarajeshwari Nagar,Degree/ Professional,"080 2860 1200, 91-80-28602670",,,
751,Mangalore Institute of Fire & Safety Enginnering,Malleswaram,Professional/ Technical,8041616933,,,
752,Mangalore Institute Of Management And Science,Ullal Main Road,Degree/ Professional,91 96110 89468,,,
753,Manjunatha School Of Nursing,Bangalore,professional,"080- 66688539, 8880001111",,,
754,Manjushree College of Nursing,Bangalore,professional,23654108,,,
,,,Page 8,,,,
,,,,,,,
755,Mannu Polytechnic,Nagarbhavi,professional,"080-23181726, 9972588558",,,
756,Mariam School Of General Nursing And Midwifery,Bangalore,professional,"080 65606464, 9845248791",,,
757,Mariyappa First Grade College,Gayathrinagar,Degree/ Professional,080 – 23325332 / 23425655,,,
,,"No. 108, Hulimavu Tank Bund",,,,,
,Maruthi College of Dental Sciences and,,,,,,
758,,"Road, BTM 6th Stage, 1st Phase,",Medical,080-26430010,,,
,Research Centre,,,,,,
,,"Bannergatta Road, Bengaluru-76",,,,,
759,Mary Matha School Of Nursing,Bangalore,professional,"090085 28855, 9341342563, 080 30618054",,,
760,Mathrusri Ramabai Ambedkar College of Nursing,Bangalore,professional,"080-25476469, 25463097",,,
761,Matru School Of Nursing,Bangalore,professional,"090083 24629, 23587090, 9880382981",,,
762,MATS Institute of Management & Entrepreneurship,Jayanagara 9th Block,Degree/ Professional,8046501784,,,
763,Maulana Azad National Urdu University ITI,Valgerahalli,professional,8029742261,,,
764,MCEBTI ITI,Basaveshwara Nagar,professional,8792866664,,,
,,"No. 625, 8th B Main Road, 3rd",,,,,
,Megha Centre for Electronics and Biomedical,"Stage, 2nd Block, Manjunath",,,,,
765,,,professional,8792866664,,,
,Technology of India-ITI,"Nagara, Basaveshwaranagara,",,,,,
,,Bengaluru-79,,,,,
766,MEI Polytechnic College,Bangalore,professional,"8023351919, 9845807676",,,
767,MES College of Arts,Malleshwaram,Degree/ Professional,080 – 23341225 / 23347045,,,
768,MES College of Pharmacy,Aradeshahalli Gate,professional,8028464802,,,
769,MES First Grade College (BTM Layout),B.T.M Layout,Degree/ Professional,080 26785990,,,
770,MES Instiute of Management,Rajajinagar,Degree/ Professional,080-23562526,,,
771,MES Teachers college Vidya Vihara,Rajajinagar,professional,"080-23321600 , 23523333",,,
772,MEWA Degree College,Jayangar,Degree/ Professional,"080 – 26641090, 9008225178",,,
773,Milind Institute of Pharmacy,Bangalore,professional,080 23493279,,,
774,Miranda College,HAL III stage,Degree/ Professional,9742222965,,,
775,Miranda College Of Education,Bangalore,Degree/ Professional,080-25253284,,,
776,Miranda College of Nursing,Bangalore,professional,080-28096056,,,
777,Miranda School of Nursing,Bangalore,professional,080 2809 6056,,,
778,MJ Adarsha Nursing School,Bangalore,professional,090087 25010,,,
779,MLA Academy of Higher Learning,Malleswaram,Degree/ Professional,080 – 23462632/633,,,
780,MN Degree College,Kammagondanahalli,Degree/ Professional,080 – 23459094,,,
781,MN Technology Institutute,Bangalore,Technical,9880300438,,,
782,Mobility India,Bangalore,Degree/ Professional,"080 26494444, 26597337",,,
783,Modern Institute Of Nursing,Bangalore,professional,"9448471199, 9845430924",,,
784,Mont Fort College,Old Madrass Road,Degree/ Professional,08025284050 /25283320,,,
785,Mother Teresa College of Education,Jalahalli,Degree/ Professional,N/A,,,
786,Mother Teresa School Of Nursing,Bangalore,professional,"080 2345 8727, +91 80 28381763, +91 80 32954748",,,
787,Mother Theresa B Ed College,"Arishinkunte,Nelamangala",professional,91 080 23458727,,,
788,Mother Theresa College of,Bangalore,professional,"080 28381763, 080 32954748",,,
789,Mother Theresa College of Management & Science,"Arishinkunte,Nelamangala",Degree/ Professional,080–27701099,,,
790,Mount Carmel College,Bangalore,Degree/ Professional,"9341943755, +91 9448080005, +91 9611226671",,,
791,Mount Mallari ITI,Shankar mutt,professional,080 23387333,,,
792,MP Birla Institute of Management,Race Course Road,Degree/ Professional,8042772000,,,
793,MQI Degree College,"Benson Town, Bangalore",Degree/ Professional,080 –41289076,,,
794,MR Ambedkar Dental College & Hospital Institute,Bangalore,Medical,"080 25476469, 25463097",,,
795,MR College of Nursing for Women,Bangalore,professional,"+91-80-2844 5869, 2844 5870",,,
796,MS,Bangalore,professional,"+91-080-23608031, 23604047,",,,
797,MS Engineering College,Bangalore,Technical,080 4131 5454,,,
798,MS Ramaiah College of Arts Science & Commerce,Mathikere,Degree/ Professional,"080-23600966, 23608597",,,
799,MS Ramaiah College of Education,Mattikere,Degree/ Professional,080 2360 1747,,,
800,MS Ramaiah College of Hotel Management,Mattikere,Degree/ Professional,080 – 23601815 /23601829,,,
801,MS Ramaiah College of Law,Bangalore,professional,"080-65708015,23602926",,,
802,MS Ramaiah College of Pharmacy,Bangalore,professional,"080-23608942, 23603947",,,
803,MS Ramaiah Dental College,Bangalore,Medical,"080 23602079, 23601825, 9035511111",,,
,,"New BEL Road, MSR Nagara,",,,,,
804,MS Ramaiah Institute of Applied Sciences,,professional,080-45366666,,,
,,Bengalore-54,,,,,
805,MS Ramaiah Institute of Management,"New BEL Road, Bengalore-54",Degree/ Professional,,,,
806,MS Ramaiah Institute of Nursing Sciences,Bangalore,professional,"+91-080-23608031, 23604047",,,
807,MS Ramaiah Institute of Technology,Bangalore,Technical,080 2360 0822,,,
808,MS Ramaiah Medical College,Bangalore,Medical,"080 2360 5190, 2360 5408, 2360 7473",,,
809,MS Ramaiah Polytechnic,Bangalore,professional,"8023600732, 9845591176",,,
810,Muslim Orphanage ITI,"Dickenson Road, Bangalore",professional,8025572059,,,
811,MVJ College of Education,Marathahalli,Degree/ Professional,"080 25400588, 9482231724, 25400297",,,
812,MVJ College of Engineering,Bangalore,Technical,080 4299 1000,,,
813,MVJ College of Nursing,Bangalore,professional,080 - 2806 0208,,,
814,MVJ Medical College & Research,Bangalore,Medical,"080-280 60 200, 280 60 207",,,
815,MVJ Polytechnic,Bangalore,professional,"8042991000, 9742064722",,,
816,MVJ School Of Nursing,Bangalore,professional,080 - 2806 0208,,,
817,MVM ITI,Hosakote,professional,9743469409,,,
818,MVM Suma College of Nursing,Bangalore,professional,"28564885, 28460066, 9845202141",,,
819,MVM Suma Institute Of Nursing Sciences,Bangalore,professional,"099866 35138, 080-28564885, 28460066",,,
820,My Institute Aided D.Ed College,"T.Dasarahalli, Bangalore",professional,8022791073,,,
821,Nadgir Evening Polytechnic,Shankar Mutt,professional,9008341279,,,
822,Nadgir Institute of Engineering & Technology,Madavara,Technical,9008380273,,,
823,Nadgir Polytechnic,Shankar Mutt,professional,"8023387333, 9900085032",,,
824,Nagarajuna Degree College,Bangalore,Degree/ Professional,080 – 65372888 | 65372601,,,
825,Nagarathna Srikantiah Paramedical College,Malleshwaram,professional,8040810611,,,
826,Nagarjuna College of Engineering & Technology Ban,galore,Technical,"080 6746 2700,701, 702",,,
827,Nagarjuna College of Management Studies,Chickballapur,Degree/ Professional,7619385524,,,
828,NAISH College (Naseema Fareed Institute of Speech &,Koramangala,C-20822,Degree/ Professional,080 – 41517522,,
829,Nalanda College of Education,Devanahalli,Degree/ Professional,9448950623,,,
830,Narayana Hrudayalaya College of Nursing,Bommasandra,professional,"18002121244, 8884985666",,,
831,Narayana Hrudayalaya School of Nursing,Bommasandra,professional,"18002121244, 8884985666",,,
832,Narayana Hrudyalaya Instiute of,Bommasandra,professional,"18002121244, 8884985666",,,
833,Narayana Hrudyalaya Instiute of Medical Science,Bommasandra,Medical,"18002121244, 8884985666",,,
834,Nargund College of Pharmacy,Bangalore,professional,080- 26720604,,,
835,Nargund Degree College,Banashankari 3rd Stage,Degree/ Professional,080- 26720604,,,
836,Naseema Institute of Optometry and Research,Bangalore,professional/ medical,080-41517522,,,
837,National Areospace Laboratories,HAL Air Port Road Bangalore,professional,91-80-25273351-54,,,
